en,gu
"Health indicators like Stunting, Wasting and Underweight prevalence are measured as per WHO standards.","ટેક હોમ રાશન (THR) અને હોટ કૂક મીલ(HCM), શિશુઓ અને સગર્ભા સ્ત્રીઓ માટે રસીકરણ જેવી સેવાઓ."
Regular growth monitoring helps AWWs to provide relevant and timely assistance to children.,વૃદ્ધિ માપન
Home Visit Alerts,AWWs દ્વારા વિવિધ વય જૂથોના બાળકોનું માસિક ધોરણે નિરીક્ષણ કરવામાં આવે છે.
The Poshan Tracker generates automated alerts to the critical last-mile beneficiaries.,"સ્વાસ્થ્ય સૂચકાંકો જેમ કે સ્ટંટિંગ, વેસ્ટિંગ અને ઓછા વજનનો વ્યાપ WHO ના ધોરણો મુજબ માપવામાં આવે છે."
It also ensures efficient audit of the delivery system by documenting real time attendance of beneficiaries and duty bearers.,નિયમિત વૃદ્ધિની દેખરેખ AWW ને બાળકોને સંબંધિત અને સમયસર સહાય પૂરી પાડવામાં મદદ કરે છે.
"This management information system will help the nutrition programme to scale efficiently, thereby generating and documenting positive impact.",હોમ વિઝિટ એલર્ટ
Support,પોશન ટ્રેકર છેલ્લા માઈલના મહત્ત્વના લાભાર્થીઓને સ્વયંસંચાલિત ચેતવણીઓ જનરેટ કરે છે.
14408,તે લાભાર્થીઓ અને ફરજ ધારકોની વાસ્તવિક સમયની હાજરીનું દસ્તાવેજીકરણ કરીને ડિલિવરી સિસ્ટમનું કાર્યક્ષમ ઓડિટ પણ સુનિશ્ચિત કરે છે.
support-poshantrackr@gov.,"આ વ્યવસ્થાપન માહિતી પ્રણાલી પોષણ કાર્યક્રમને કાર્યક્ષમ રીતે માપવામાં મદદ કરશે, જેનાથી હકારાત્મક અસર પેદા થશે અને તેનું દસ્તાવેજીકરણ થશે."
in,મદદ
Download Mobile App,14408
Powered By,support-poshantrackr@gov.
About,in
Resources,મોબાઈલ એપ ડાઉનલોડ કરો
Dashboard,Powered By
Helpdesk,વિશે
FAQ,સંસાધનો
Poshan Calculator,ડેશબોર્ડ
Terms of Service,હેલ્પડેસ્ક
Privacy Policy,વારંવાર પૂછાતા પ્રશ્નો
Careers,પોષણ કેલ્ક્યુલેટર
Copyright@2023  Poshan Tracker.,સેવાની શરતો
All rights reserved,પ્રાઇવસી પોલિસી
You need to enable JavaScript to run this app.,કારકિર્દ
You need to enable JavaScript to run this app.,Copyright@2023  Poshan Tracker.
Poshan Helpline:,All rights reserved
14408,You need to enable JavaScript to run this app.
JanAndolan,Poshan Helpline:
ABHA (Health ID),14408
Language,JanAndolan
English,ABHA (હેલ્થ ID)
हिंदी,ભાષા
ગુજરાતી,English
મરાઠી,हिंदी
ಕನ್ನಡ,ગુજરાતી
മലയാളം,મરાઠી
தமிழ்,ಕನ್ನಡ
తెలుగు,മലയാളം
বাংলা,தமிழ்
অসমীয়া,తెలుగు
ਪੰਜਾਬੀ,বাংলা
ଓଡ଼ିଆ,অসমীয়া
नेपाली,ਪੰਜਾਬੀ
डोगरी,ଓଡ଼ିଆ
कोंकणी,नेपाली
सिंधी,डोगरी
बोडो,कोंकणी
मैथिली,सिंधी
মণিপুরী,बोडो
संथाली,मैथिली
اردو,মণিপুরী
کٲشُر,संथाली
About,اردو
Resources,کٲشُر
Resources,વિશે
Vaccination Schedule,સંસાધનો
Dashboard,સંસાધનો
Dashboard,રસીકરણ શેડ્યૂલ
Mission Utkarsh,ડેશબોર્ડ
Helpdesk,ડેશબોર્ડ
Beneficiary Redressal,Mission Utkarsh
State Helpdesk,હેલ્પડેસ્ક
FAQ,લાભાર્થી અસંતોષ નિવારણ
Poshan Calculator,રાજ્ય હેલ્પડેસ્ક
Login,વારંવાર પૂછાતા પ્રશ્નો
Vaccination Schedule,લાભાર્થી અસંતોષ નિવારણ
Birth,પ્રવેશ
Bacillus Calmette Guerin (BCG),સંસાધનો
Oral Polio Vaccine (OPV)-0 dose,શીખવાના વિડિયો
Hepatitis B birth dose OPV-1 T,❮
6,કાંગારુ મધર કેરની મદદથી નબળા નવજાતની સંભાળ કેવી રીતે રાખવી
Weeks,કુપોષણ અને મૃત્યુને ટાળવા માટે બિમારીઓને અટકાવવી
OPV-1,બાળકો અને કિશોરીઓમાં એનિમિયાનું નિવારણ
Pentavalent-1,જન્મની તૈયારી- સંસ્થાકીય અને ઘરે પ્રસૂતિ માટે
Rotavirus Vaccine (RVV)-1,નબળા નવજાત બાળકની સંભાળ - આપણાથી કેટલા નબળા બાળકો છુટી જાય છે?
Fractional dose of Inactivated Polio Vaccine (fIPV)-1,માંદગી દરમિયાન ખોરાક આપવો
Pneumococcal Conjugate Vaccine (PCV) -1,ગર્ભાવસ્થા દરમિયાન તૈયારી - નવજાત શિશુની સંભાળ અને કુટુંબ નિયોજન માટે
10,માત્ર ને માત્ર સ્તનપાનની ખાત્રી કરવી
Weeks,બાળકોમાં વૃદ્ધિનું મૂલ્યાંકન
OPV-2,સ્ત્રીઓમાં એનિમિયા અટકાયત
Pentavalent-2,પૂરક ખોરાક - આહારલક્ષી વિવિધતા
RVV-2,નબળા નવજાત શિશુની ઓળખ અને સંભાળ
14,નવજાત શિશુમાં સ્તનપાનનું અવલોકન
Weeks,AWC ખાતે સમુદાય આધારિત કાર્યક્રમોનું આયોજન
OPV-3,ગૃહ મુલાકાતનું આયોજન બનાવવું અથવા અપડેટ કરવું અને ગૃહ મુલાકાત શરૂ કરવી
Pentavalent-3,સુનિશ્ચિત કરવું કે પૂરક ખોરાકની માત્રા સમયની સાથે સુધરે છે
fIPV-2T,સમયસર પૂરક ખોરાક શરૂઆત કર્યાની ખાત્રી કેવી રીતે કરવી
RVV-3,ગંભીર તીવ્ર કુપોષણની ઓળખ અને અટકાયત
PCV-2,બિમાર નવજાત શિશુની ઓળખ અને રેફરલ સેવા
9 - 12,સ્તનપાનને લગતી સમસ્યાઓ ધરાવતી માતાઓને મદદ કરવી
Months,આ માસિક મિટિંગ શા માટે?
Measles Containing vaccine (MCV)/Measles & Rubella (MR)-1,❯
Japanese Encephalitis(JE)-1**,જાગૃતિ
PCV-Booster,બધા
16 - 24,13
Months,
Measles Containing vaccine (MCV)/MR-2,સામાન્ય
JE-2**,9
Diphtheria,
Pertussis & Tetanus (DPT)-Booster-1,સ્ત્રીઓ નોંધણી
OPV –Booster,1
5 - 6,
Years,સ્તનપાન કરાવતી માતાઓ
DPT-Booster-2,2
Pregnant Women,
"Td1, 2 or Td Booster***",બાળ સંભાળ
Support,1
14408,
support-poshantrackr@gov.,❮
in,General
Download Mobile App,General Awareness about Home Visit Scheduler
Powered By,PDF ડાઉનલોડ કરો
About,General
Resources,બાળકોના વૃધ્ધિ-વિકાસ વિશે સામાન્ય જાગૃતિ
Dashboard,PDF ડાઉનલોડ કરો
Helpdesk,General
